ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
221791_s_at	3.90E-01	1.19E-01	1.6032504	-5.3233	0.38533653	TMA7
220395_at	3.90E-01	1.19E-01	1.6030991	-5.3235	0.23214536	DNAJA4
218122_s_at	3.90E-01	1.19E-01	1.6024816	-5.3244	0.20922976	SENP2
218165_at	3.90E-01	1.19E-01	-1.6024795	-5.3244	-0.20490484	MEAF6
218424_s_at	3.90E-01	1.19E-01	-1.6024305	-5.3245	-0.20124888	STEAP3
202779_s_at	3.90E-01	1.19E-01	1.6021317	-5.325	0.44104	UBE2S
204010_s_at	3.90E-01	1.19E-01	1.6020422	-5.3251	0.58056734	KRAS
207599_at	3.90E-01	1.19E-01	1.6018161	-5.3254	0.33930088	MMP20
210744_s_at	3.91E-01	1.19E-01	-1.6015037	-5.3259	-0.47717178	IL5RA
208215_x_at	3.91E-01	1.19E-01	-1.601316	-5.3262	-0.44042824	DRD4
209269_s_at	3.91E-01	1.19E-01	-1.6011984	-5.3264	-0.76943172	SYK
208334_at	3.91E-01	1.19E-01	-1.6008817	-5.3268	-0.28096054	NDST4
208506_at	3.91E-01	1.20E-01	1.6004439	-5.3275	1.00886699	HIST1H3F
206648_at	3.91E-01	1.20E-01	1.6003494	-5.3276	0.45621733	ZNF571
210212_x_at	3.91E-01	1.20E-01	1.6003152	-5.3277	0.18622194	CMC4
202810_at	3.91E-01	1.20E-01	1.6002824	-5.3277	0.21482576	DRG1
211916_s_at	3.91E-01	1.20E-01	-1.6002816	-5.3277	-0.2064334	MYO1A
203307_at	3.91E-01	1.20E-01	1.5997657	-5.3285	0.26522	GNL1
208596_s_at	3.91E-01	1.20E-01	1.5995358	-5.3289	0.53053522	UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10
211747_s_at	3.91E-01	1.20E-01	-1.5994532	-5.329	-0.25813093	LSM5
205001_s_at	3.91E-01	1.20E-01	1.5993657	-5.3291	0.88543612	DDX3Y
212763_at	3.91E-01	1.20E-01	1.5993407	-5.3291	0.27211768	CAMSAP2
211751_at	3.92E-01	1.20E-01	1.5989065	-5.3298	0.55589569	LOC101930416///LOC101929792///LOC100996724///LOC653513///PDE4DIP
212514_x_at	3.92E-01	1.20E-01	1.5987581	-5.33	0.50431701	DDX3X
202470_s_at	3.92E-01	1.20E-01	-1.5987194	-5.3301	-0.45581091	CPSF6
221475_s_at	3.92E-01	1.20E-01	1.5986813	-5.3301	0.28435748	RPL15
218375_at	3.92E-01	1.20E-01	1.5986752	-5.3301	0.28336408	NUDT9
204009_s_at	3.92E-01	1.20E-01	-1.5986018	-5.3302	-0.29073934	KRAS
215026_x_at	3.92E-01	1.20E-01	-1.5979652	-5.3312	-0.54567297	SCNN1A
203467_at	3.92E-01	1.20E-01	1.5978371	-5.3314	0.55386443	PMM1
207087_x_at	3.92E-01	1.20E-01	-1.5977213	-5.3316	-0.63178604	ANK1
205827_at	3.92E-01	1.20E-01	1.5973011	-5.3322	0.64217807	CCK
205642_at	3.92E-01	1.20E-01	-1.5972927	-5.3322	-0.32532644	CNTRL
205257_s_at	3.92E-01	1.20E-01	1.5967698	-5.333	0.47931856	AMPH
209160_at	3.92E-01	1.20E-01	1.5967047	-5.3331	0.44043214	AKR1C3
205921_s_at	3.92E-01	1.20E-01	1.596632	-5.3332	0.82107874	SLC6A6
219982_s_at	3.92E-01	1.20E-01	1.5965188	-5.3334	0.24249961	SERF1B///SERF1A
221006_s_at	3.92E-01	1.20E-01	-1.5965071	-5.3334	-0.32850929	SNX27
219837_s_at	3.92E-01	1.20E-01	-1.5965027	-5.3334	-0.55013791	CYTL1
205934_at	3.93E-01	1.21E-01	1.5958829	-5.3343	0.26838017	PLCL1
222200_s_at	3.93E-01	1.21E-01	1.5950462	-5.3356	0.21043953	BSDC1
211256_x_at	3.94E-01	1.21E-01	-1.5947699	-5.336	-0.3169081	BTN2A1
212689_s_at	3.94E-01	1.21E-01	1.5944654	-5.3364	0.31374458	KDM3A
208854_s_at	3.94E-01	1.21E-01	1.5943514	-5.3366	0.35931435	STK24
208089_s_at	3.94E-01	1.21E-01	1.5939702	-5.3372	0.36155412	TDRD3
200061_s_at	3.94E-01	1.21E-01	1.5938913	-5.3373	0.19604555	RPS24
205771_s_at	3.94E-01	1.21E-01	-1.5937376	-5.3375	-0.23550103	AKAP7
219481_at	3.94E-01	1.21E-01	-1.5937024	-5.3376	-0.23463013	TTC13
220942_x_at	3.94E-01	1.21E-01	1.5934189	-5.338	0.22140718	FAM162A
219573_at	3.94E-01	1.21E-01	1.5933842	-5.338	0.22381076	CARMIL1
203737_s_at	3.94E-01	1.21E-01	1.5933296	-5.3381	0.44823687	PPRC1
221281_at	3.94E-01	1.21E-01	-1.5930144	-5.3386	-0.48094916	SRC
213934_s_at	3.94E-01	1.21E-01	1.5928712	-5.3388	0.9072212	ZNF23
210346_s_at	3.95E-01	1.21E-01	1.5923228	-5.3396	0.2843411	CLK4
221697_at	3.95E-01	1.21E-01	-1.5921423	-5.3399	-0.52725216	MAP1LC3C
217579_x_at	3.95E-01	1.21E-01	1.5919943	-5.3401	0.84478647	
204482_at	3.95E-01	1.21E-01	1.5919809	-5.3401	0.88307594	CLDN5
215502_at	3.95E-01	1.22E-01	-1.591834	-5.3403	-0.44276576	
209953_s_at	3.95E-01	1.22E-01	1.5918171	-5.3404	0.49141003	CDC37
208426_x_at	3.95E-01	1.22E-01	-1.5917356	-5.3405	-0.38429445	KIR2DL4
202634_at	3.95E-01	1.22E-01	-1.5916233	-5.3406	-0.24166735	POLR2K
220945_x_at	3.95E-01	1.22E-01	1.5911583	-5.3413	0.29461198	MANSC1
213809_x_at	3.95E-01	1.22E-01	1.5909856	-5.3416	0.39707531	TCF3
209137_s_at	3.95E-01	1.22E-01	1.5906807	-5.342	0.30724076	USP10
209555_s_at	3.95E-01	1.22E-01	1.5904525	-5.3424	0.3756884	CD36
215832_x_at	3.95E-01	1.22E-01	-1.5903619	-5.3425	-0.25042875	PICALM
203351_s_at	3.95E-01	1.22E-01	-1.5902642	-5.3427	-0.21208948	ORC4
200774_at	3.95E-01	1.22E-01	-1.5902413	-5.3427	-0.212564	FAM120A
205606_at	3.95E-01	1.22E-01	1.5900193	-5.343	0.63885462	LRP6
210908_s_at	3.95E-01	1.22E-01	1.5899195	-5.3432	0.35374841	PFDN5
216852_x_at	3.96E-01	1.22E-01	-1.5895915	-5.3437	-0.46706459	IGLJ3
209885_at	3.96E-01	1.22E-01	-1.5894802	-5.3438	-0.45369151	RHOD
214025_at	3.96E-01	1.22E-01	-1.589284	-5.3441	-0.49240633	DDX28
220493_at	3.96E-01	1.22E-01	1.5891444	-5.3443	0.68281576	DMRT1
215522_at	3.96E-01	1.22E-01	1.5887449	-5.3449	0.4778558	SORCS3
204025_s_at	3.96E-01	1.22E-01	-1.588741	-5.3449	-0.60544891	PDCD2
205436_s_at	3.96E-01	1.22E-01	-1.5886225	-5.3451	-0.25688719	H2AFX
208565_at	3.96E-01	1.22E-01	-1.5878195	-5.3463	-0.56884986	MC5R
209303_at	3.96E-01	1.22E-01	1.5877693	-5.3464	0.20584529	NDUFS4
217633_at	3.96E-01	1.22E-01	1.5877688	-5.3464	0.61692896	URB1
221292_at	3.97E-01	1.23E-01	-1.5872266	-5.3472	-0.48940163	PTCH2
220348_at	3.97E-01	1.23E-01	1.5871909	-5.3472	0.92127006	KLHL29
215971_at	3.97E-01	1.23E-01	1.5871539	-5.3473	0.56069377	
201426_s_at	3.97E-01	1.23E-01	1.5871393	-5.3473	0.21518048	VIM
210986_s_at	3.97E-01	1.23E-01	1.5871203	-5.3473	0.33683538	TPM1
205889_s_at	3.97E-01	1.23E-01	1.5870587	-5.3474	0.67072447	JAKMIP2
200872_at	3.97E-01	1.23E-01	-1.5867868	-5.3478	-0.31338519	S100A10
215099_s_at	3.97E-01	1.23E-01	1.5866553	-5.348	0.60423214	RXRB
211320_s_at	3.97E-01	1.23E-01	1.586498	-5.3483	0.24941242	PTPRU
201360_at	3.97E-01	1.23E-01	-1.5864523	-5.3483	-0.33263567	CST3
211494_s_at	3.97E-01	1.23E-01	1.5862657	-5.3486	0.58447718	SLC4A4
218955_at	3.97E-01	1.23E-01	1.5859613	-5.3491	0.17793187	BRF2
208203_x_at	3.97E-01	1.23E-01	-1.5854048	-5.3499	-0.4417244	KIR2DS5
207901_at	3.97E-01	1.23E-01	1.5853693	-5.3499	0.58729064	IL12B
219636_s_at	3.98E-01	1.23E-01	-1.5850846	-5.3504	-0.56423159	ARMC9
219512_at	3.98E-01	1.23E-01	-1.5848115	-5.3508	-0.54169112	DSN1
210324_at	3.98E-01	1.23E-01	1.5847697	-5.3508	0.33590292	C8G
214438_at	3.98E-01	1.23E-01	-1.5846712	-5.351	-0.21796877	HLX
205868_s_at	3.98E-01	1.23E-01	1.584359	-5.3514	0.97373937	PTPN11
36564_at	3.98E-01	1.23E-01	-1.5842523	-5.3516	-0.28401382	RNF19B
217621_at	3.98E-01	1.23E-01	1.5842018	-5.3517	0.75967735	SLC6A2
202807_s_at	3.98E-01	1.23E-01	1.5837194	-5.3524	0.25036978	TOM1
210232_at	3.98E-01	1.23E-01	1.5837107	-5.3524	0.37331167	CDC42
215761_at	3.98E-01	1.23E-01	-1.5835375	-5.3527	-0.37778039	DMXL2
219744_at	3.98E-01	1.23E-01	-1.5834787	-5.3527	-0.49503216	FN3K
219779_at	3.98E-01	1.23E-01	1.5834127	-5.3528	0.33838898	ZFHX4
216791_at	3.98E-01	1.23E-01	1.5832881	-5.353	0.29681201	
211257_x_at	3.98E-01	1.24E-01	1.5829543	-5.3535	0.17173436	ZNF638
210844_x_at	3.98E-01	1.24E-01	1.582909	-5.3536	0.20349385	CTNNA1
210175_at	3.98E-01	1.24E-01	1.5828951	-5.3536	0.66727454	GCFC2
218397_at	3.98E-01	1.24E-01	-1.5828376	-5.3537	-0.27851063	FANCL
207002_s_at	3.98E-01	1.24E-01	1.5827705	-5.3538	0.31972629	PLAGL1
214884_at	3.98E-01	1.24E-01	1.5824253	-5.3543	0.51322767	MCF2
218589_at	3.98E-01	1.24E-01	-1.5823576	-5.3544	-0.33208648	LPAR6
203673_at	3.98E-01	1.24E-01	-1.5821957	-5.3546	-0.45956648	TG
215599_at	3.98E-01	1.24E-01	-1.5821784	-5.3547	-0.62882066	GUSBP9///GUSBP3
208376_at	3.98E-01	1.24E-01	-1.5821709	-5.3547	-0.5743037	CCR4
202574_s_at	3.98E-01	1.24E-01	-1.5821029	-5.3548	-0.64759165	CSNK1G2
201791_s_at	3.99E-01	1.24E-01	1.5818727	-5.3551	0.40780713	DHCR7
216361_s_at	3.99E-01	1.24E-01	1.5818019	-5.3552	0.88020155	KAT6A
209819_at	3.99E-01	1.24E-01	-1.5813047	-5.356	-0.48128264	HABP4
221310_at	3.99E-01	1.24E-01	1.581101	-5.3563	0.61596843	FGF14
206457_s_at	3.99E-01	1.24E-01	-1.5810201	-5.3564	-0.44182244	DIO1
209842_at	3.99E-01	1.24E-01	1.5809545	-5.3565	0.50214147	SOX10
211575_s_at	3.99E-01	1.24E-01	1.5807557	-5.3568	0.37705042	UBE3A
207028_at	3.99E-01	1.24E-01	1.5806813	-5.3569	0.40304807	MYCNOS
214749_s_at	3.99E-01	1.24E-01	-1.5806337	-5.3569	-0.20983383	ARMCX6
215967_s_at	3.99E-01	1.24E-01	-1.580463	-5.3572	-0.56767109	LY9
206662_at	3.99E-01	1.24E-01	1.5804309	-5.3572	0.54368651	GLRX
214528_s_at	3.99E-01	1.24E-01	1.5804023	-5.3573	0.78235804	PAX8
208478_s_at	3.99E-01	1.24E-01	-1.5803073	-5.3574	-0.36652498	BAX
202495_at	3.99E-01	1.24E-01	-1.5801449	-5.3577	-0.26172512	TBCC
209631_s_at	3.99E-01	1.24E-01	1.580022	-5.3579	0.71229841	SEL1L2///GPR37
205251_at	3.99E-01	1.24E-01	1.5800205	-5.3579	0.40235584	PER2
201014_s_at	3.99E-01	1.24E-01	1.5799068	-5.358	0.28520859	PAICS
201912_s_at	3.99E-01	1.24E-01	1.5796949	-5.3583	0.20744382	GSPT1
204501_at	3.99E-01	1.24E-01	1.5794415	-5.3587	0.47076179	NOV
37020_at	3.99E-01	1.24E-01	1.5794268	-5.3587	0.42820059	CRP
213597_s_at	3.99E-01	1.24E-01	-1.5792422	-5.359	-0.5573632	CTDSPL
201198_s_at	3.99E-01	1.24E-01	-1.5790834	-5.3592	-0.17872795	PSMD1
221454_at	3.99E-01	1.24E-01	1.578954	-5.3594	0.41463846	BOK
202298_at	3.99E-01	1.24E-01	-1.5788749	-5.3595	-0.33928901	NDUFA1
201904_s_at	4.00E-01	1.25E-01	1.5785302	-5.3601	0.63547618	CTDSPL
220223_at	4.00E-01	1.25E-01	-1.5783513	-5.3603	-0.44227655	ATAD5
208286_x_at	4.00E-01	1.25E-01	-1.5782528	-5.3605	-0.61647589	POU5F1P4///POU5F1P3///POU5F1B///POU5F1
202407_s_at	4.00E-01	1.25E-01	1.5780699	-5.3607	0.58910608	PRPF31
216472_at	4.00E-01	1.25E-01	1.578049	-5.3608	0.36252622	
208728_s_at	4.00E-01	1.25E-01	-1.5779191	-5.361	-0.24249723	CDC42
204043_at	4.00E-01	1.25E-01	-1.5777076	-5.3613	-0.2944831	TCN2
218118_s_at	4.00E-01	1.25E-01	-1.5770679	-5.3622	-0.30485979	TIMM23B///TIMM23
210002_at	4.00E-01	1.25E-01	1.5770326	-5.3623	0.69644438	GATA6
212621_at	4.00E-01	1.25E-01	-1.5769974	-5.3623	-0.35126513	NEMP1
207049_at	4.00E-01	1.25E-01	1.5767535	-5.3627	0.27389606	SCN8A
206056_x_at	4.00E-01	1.25E-01	-1.5766617	-5.3628	-0.77106716	SPN
212726_at	4.00E-01	1.25E-01	1.5766461	-5.3628	0.21374682	PHF2
208166_at	4.01E-01	1.25E-01	1.5760136	-5.3638	0.80990186	MMP16
216017_s_at	4.01E-01	1.25E-01	1.5758434	-5.364	0.65386846	NAB2
202360_at	4.01E-01	1.25E-01	-1.5753657	-5.3647	-0.19627653	MAML1
220471_s_at	4.01E-01	1.25E-01	1.5752702	-5.3649	0.31688361	MYCT1
212205_at	4.01E-01	1.25E-01	1.5751731	-5.365	0.23211333	H2AFV
211298_s_at	4.01E-01	1.25E-01	-1.5751292	-5.3651	-0.5908663	ALB
65591_at	4.01E-01	1.25E-01	1.5750675	-5.3652	0.23181217	WDR48
203146_s_at	4.01E-01	1.25E-01	-1.5749964	-5.3653	-0.30538973	GABBR1
214281_s_at	4.01E-01	1.25E-01	-1.5749073	-5.3654	-0.21186054	RCHY1
AFFX-M27830_M_at	4.01E-01	1.25E-01	1.5748528	-5.3655	0.73780192	
205349_at	4.01E-01	1.25E-01	-1.5747775	-5.3656	-0.34796035	GNA15
207793_s_at	4.01E-01	1.25E-01	1.574712	-5.3657	0.71708031	EPB41
218860_at	4.01E-01	1.25E-01	1.5746925	-5.3657	0.53986773	NOC4L
212200_at	4.01E-01	1.25E-01	-1.5746502	-5.3658	-0.2039269	ANKLE2
38340_at	4.01E-01	1.25E-01	-1.5745358	-5.366	-0.25380571	HIP1R
1438_at	4.01E-01	1.26E-01	-1.5743345	-5.3663	-0.53912881	EPHB3
202584_at	4.01E-01	1.26E-01	1.5739306	-5.3668	0.16913789	NFX1
203066_at	4.02E-01	1.26E-01	-1.5736138	-5.3673	-0.30270085	CHST15
201341_at	4.02E-01	1.26E-01	-1.5733521	-5.3677	-0.55708687	ENC1
210405_x_at	4.02E-01	1.26E-01	1.5732118	-5.3679	0.71431801	TNFRSF10B
216585_at	4.02E-01	1.26E-01	1.5731548	-5.368	0.42655194	
201512_s_at	4.02E-01	1.26E-01	1.5730941	-5.3681	0.19927234	TOMM70
200982_s_at	4.02E-01	1.26E-01	-1.5730355	-5.3682	-0.26148889	ANXA6
208109_s_at	4.02E-01	1.26E-01	-1.5726478	-5.3687	-0.76549439	LINC00597
209471_s_at	4.02E-01	1.26E-01	1.5724329	-5.3691	0.21535102	FNTA
213123_at	4.02E-01	1.26E-01	-1.5719093	-5.3698	-0.17282243	MFAP3
220009_at	4.02E-01	1.26E-01	1.5718106	-5.37	0.21168567	LONRF3
207129_at	4.02E-01	1.26E-01	1.571565	-5.3703	0.4441722	CA5B
216324_at	4.02E-01	1.26E-01	1.5714259	-5.3705	0.44217727	
37022_at	4.02E-01	1.26E-01	1.5713837	-5.3706	0.38774931	PRELP
204411_at	4.02E-01	1.26E-01	-1.5713299	-5.3707	-0.33186543	KIF21B
210154_at	4.02E-01	1.26E-01	-1.5713259	-5.3707	-0.77897454	ME2
200652_at	4.02E-01	1.26E-01	-1.5711925	-5.3709	-0.25505658	SSR2
220568_at	4.03E-01	1.26E-01	1.5707109	-5.3716	0.55345683	PRO1483
211841_s_at	4.03E-01	1.26E-01	1.5707073	-5.3716	0.6550846	TNFRSF25
204574_s_at	4.03E-01	1.26E-01	1.5707042	-5.3716	0.3488724	MMP19
AFFX-r2-Hs28SrRNA-5_at	4.03E-01	1.26E-01	1.5706993	-5.3716	0.86154162	
207127_s_at	4.03E-01	1.26E-01	1.5705754	-5.3718	0.3267954	HNRNPH3
200892_s_at	4.03E-01	1.26E-01	1.5703763	-5.3721	0.30197677	TRA2B
207636_at	4.03E-01	1.26E-01	1.5702917	-5.3722	0.43335639	SERPINI2
219824_at	4.03E-01	1.27E-01	1.5700356	-5.3726	0.39313638	SLC13A4
214880_x_at	4.03E-01	1.27E-01	1.5700087	-5.3726	0.52903873	CALD1
205799_s_at	4.03E-01	1.27E-01	1.5698296	-5.3729	0.30104855	SLC3A1
217943_s_at	4.03E-01	1.27E-01	-1.5692595	-5.3737	-0.33421628	MAP7D1
207148_x_at	4.03E-01	1.27E-01	-1.5690316	-5.3741	-0.80728822	MYOZ2
214443_at	4.04E-01	1.27E-01	1.5684265	-5.3749	0.49611954	PVR
202361_at	4.04E-01	1.27E-01	1.5684218	-5.375	0.22904103	SEC24C
203578_s_at	4.04E-01	1.27E-01	1.5683845	-5.375	0.444246	SLC7A6
218112_at	4.04E-01	1.27E-01	-1.5682669	-5.3752	-0.41989656	MRPS34
215506_s_at	4.04E-01	1.27E-01	1.5681738	-5.3753	0.41369053	DIRAS3
215558_at	4.04E-01	1.27E-01	-1.5678629	-5.3758	-0.83055138	UBR2
210556_at	4.04E-01	1.27E-01	-1.5674994	-5.3763	-0.31027453	NFATC3
208501_at	4.04E-01	1.27E-01	1.5674907	-5.3763	0.62956435	GFI1B
215216_at	4.04E-01	1.27E-01	-1.5674615	-5.3764	-0.5275851	VPS16
215447_at	4.04E-01	1.27E-01	1.5671446	-5.3768	0.52526528	
205296_at	4.04E-01	1.27E-01	-1.5671394	-5.3768	-0.71532468	RBL1
201315_x_at	4.04E-01	1.27E-01	1.5670714	-5.3769	0.27279592	IFITM2
202002_at	4.04E-01	1.27E-01	-1.5670534	-5.377	-0.44815957	ACAA2
218478_s_at	4.04E-01	1.27E-01	1.5668819	-5.3772	0.27454035	ZCCHC8
203385_at	4.04E-01	1.27E-01	-1.5666723	-5.3775	-0.24085677	DGKA
209405_s_at	4.04E-01	1.27E-01	1.5666089	-5.3776	0.36779685	FAM3A
209309_at	4.04E-01	1.27E-01	1.5664317	-5.3779	0.68895373	AZGP1
214293_at	4.04E-01	1.27E-01	1.5662917	-5.3781	0.37615287	11-Sep
203203_s_at	4.04E-01	1.27E-01	1.5662193	-5.3782	0.40971258	KRR1
211350_s_at	4.04E-01	1.27E-01	-1.5661509	-5.3783	-0.50786616	KIF25-AS1
206271_at	4.04E-01	1.27E-01	-1.5661018	-5.3784	-0.37626168	TLR3
207977_s_at	4.04E-01	1.27E-01	-1.5660531	-5.3784	-0.78073463	DPT
215253_s_at	4.04E-01	1.27E-01	1.56601	-5.3785	0.40415652	RCAN1
216948_at	4.04E-01	1.27E-01	1.5659455	-5.3786	0.74110272	
207567_at	4.04E-01	1.27E-01	-1.5658858	-5.3787	-0.48919693	SLC13A2
218839_at	4.04E-01	1.28E-01	-1.5657322	-5.3789	-0.55451604	HEY1
207513_s_at	4.04E-01	1.28E-01	-1.5656528	-5.379	-0.29210055	ZNF189
213565_s_at	4.04E-01	1.28E-01	-1.5653497	-5.3795	-0.54666937	SMAD6
201745_at	4.04E-01	1.28E-01	-1.5652594	-5.3796	-0.21673852	TWF1
220644_at	4.04E-01	1.28E-01	-1.5652463	-5.3796	-0.43277381	
214992_s_at	4.04E-01	1.28E-01	-1.5652089	-5.3797	-0.45088476	DNASE2
206543_at	4.04E-01	1.28E-01	1.5651831	-5.3797	1.01306056	SMARCA2
208947_s_at	4.04E-01	1.28E-01	1.5651037	-5.3798	0.33532965	UPF1
210507_s_at	4.04E-01	1.28E-01	1.5650625	-5.3799	0.32464984	AVIL
217784_at	4.04E-01	1.28E-01	-1.5650584	-5.3799	-0.72191454	YKT6
222253_s_at	4.04E-01	1.28E-01	1.5650445	-5.3799	0.78170995	POM121L9P
208159_x_at	4.04E-01	1.28E-01	-1.5649424	-5.3801	-0.34149329	DDX11
209066_x_at	4.04E-01	1.28E-01	1.5648302	-5.3802	0.27287845	UQCRB
215887_at	4.04E-01	1.28E-01	-1.5647932	-5.3803	-0.51294529	ZNF277
212239_at	4.04E-01	1.28E-01	1.5647664	-5.3803	0.3206468	PIK3R1
211665_s_at	4.04E-01	1.28E-01	1.5646614	-5.3805	0.3266596	SOS2
205090_s_at	4.04E-01	1.28E-01	-1.5644547	-5.3808	-0.54406562	NAGPA
217266_at	4.04E-01	1.28E-01	1.5643062	-5.381	0.31698351	RPL15
214447_at	4.04E-01	1.28E-01	-1.5642218	-5.3811	-0.47564168	ETS1
212040_at	4.05E-01	1.28E-01	-1.5639827	-5.3815	-0.28116703	TGOLN2
202452_at	4.05E-01	1.28E-01	1.5637651	-5.3818	0.50559414	ZER1
210919_at	4.05E-01	1.28E-01	1.5636323	-5.382	0.95378354	PHLPP1
220354_at	4.05E-01	1.28E-01	-1.5636065	-5.382	-0.62616459	MCF2L-AS1
202041_s_at	4.05E-01	1.28E-01	-1.5635261	-5.3821	-0.22246356	FIBP
208923_at	4.05E-01	1.28E-01	-1.5631442	-5.3827	-0.29924845	CYFIP1
200012_x_at	4.05E-01	1.28E-01	1.5630543	-5.3828	0.28106478	RPL21P28///SNORA27///SNORD102///RPL21
211738_x_at	4.05E-01	1.28E-01	1.5627157	-5.3833	0.2230698	CELA3A
209497_s_at	4.05E-01	1.28E-01	-1.5626563	-5.3834	-0.28454885	RBM4B
202834_at	4.05E-01	1.28E-01	1.5626557	-5.3834	0.46674495	AGT
213149_at	4.06E-01	1.28E-01	1.5618957	-5.3845	0.28408022	DLAT
202905_x_at	4.06E-01	1.28E-01	-1.5618099	-5.3847	-0.29628671	NBN
203568_s_at	4.06E-01	1.28E-01	-1.5617682	-5.3847	-0.22405734	TRIM38
203396_at	4.06E-01	1.29E-01	-1.5614917	-5.3851	-0.2540248	PSMA4
214159_at	4.06E-01	1.29E-01	1.5612776	-5.3854	0.77655335	PLCE1
215454_x_at	4.06E-01	1.29E-01	-1.5609133	-5.386	-0.48183236	SFTPC
217800_s_at	4.06E-01	1.29E-01	1.5608437	-5.3861	0.29455988	NDFIP1
216475_at	4.06E-01	1.29E-01	-1.5606573	-5.3863	-0.23779101	
218442_at	4.06E-01	1.29E-01	1.5606362	-5.3864	0.5889014	TTC4
214640_at	4.06E-01	1.29E-01	1.5605774	-5.3865	0.59187915	UNC93A
209666_s_at	4.06E-01	1.29E-01	-1.5604295	-5.3867	-0.32655778	CHUK
206606_at	4.06E-01	1.29E-01	1.5604027	-5.3867	0.65775121	LIPC
218737_at	4.06E-01	1.29E-01	-1.5600908	-5.3872	-0.55673039	SBNO1
217849_s_at	4.06E-01	1.29E-01	1.5599492	-5.3874	0.30826559	CDC42BPB
207131_x_at	4.06E-01	1.29E-01	-1.559745	-5.3877	-0.25178303	GGT2///GGTLC1///GGTLC2///GGT1
200016_x_at	4.06E-01	1.29E-01	1.559422	-5.3881	0.24788845	HNRNPA1P10///HNRNPA1
216427_at	4.06E-01	1.29E-01	1.5593481	-5.3883	0.44695831	TMEM92-AS1
202515_at	4.06E-01	1.29E-01	1.559294	-5.3883	0.20011464	DLG1
201271_s_at	4.07E-01	1.29E-01	-1.5591264	-5.3886	-0.24544733	RALY
221561_at	4.07E-01	1.29E-01	-1.5586809	-5.3892	-0.36001071	SOAT1
219791_s_at	4.07E-01	1.29E-01	-1.5582175	-5.3899	-0.36722493	HAND2-AS1
218216_x_at	4.07E-01	1.29E-01	1.5579402	-5.3903	0.21795957	ARL6IP4
202804_at	4.07E-01	1.29E-01	-1.5576235	-5.3908	-0.1741879	ABCC1
204287_at	4.07E-01	1.29E-01	1.5575369	-5.3909	0.38622517	SYNGR1
210309_at	4.07E-01	1.29E-01	1.5575276	-5.3909	0.46690595	RECQL5
218275_at	4.07E-01	1.29E-01	1.5573744	-5.3911	0.65701976	SLC25A10
204800_s_at	4.08E-01	1.30E-01	1.5571065	-5.3915	0.41334549	DHRS12
204423_at	4.08E-01	1.30E-01	-1.5566961	-5.3921	-0.4241106	MKLN1
211238_at	4.08E-01	1.30E-01	1.5565989	-5.3923	0.62267283	ADAM7
210422_x_at	4.08E-01	1.30E-01	1.5565201	-5.3924	0.25807882	SLC11A1
207735_at	4.08E-01	1.30E-01	-1.5563553	-5.3926	-0.66426141	RNF125
212426_s_at	4.08E-01	1.30E-01	1.5562931	-5.3927	0.2924607	YWHAQ
214748_at	4.08E-01	1.30E-01	-1.5562852	-5.3927	-0.35049625	N4BP2L2
219104_at	4.08E-01	1.30E-01	1.5562762	-5.3927	0.4736306	RNF141
217718_s_at	4.08E-01	1.30E-01	-1.5562192	-5.3928	-0.23525107	YWHAB
219685_at	4.08E-01	1.30E-01	1.5561467	-5.3929	0.28411039	TMEM35A
202555_s_at	4.08E-01	1.30E-01	1.5561318	-5.393	0.34593343	MYLK
206396_at	4.08E-01	1.30E-01	1.5559243	-5.3933	0.39957585	SLC1A1
222138_s_at	4.08E-01	1.30E-01	1.5558617	-5.3933	0.37963243	WDR13
220145_at	4.08E-01	1.30E-01	1.555617	-5.3937	0.87495677	MAP9
204188_s_at	4.08E-01	1.30E-01	1.5553902	-5.394	0.47662094	RARG
203938_s_at	4.08E-01	1.30E-01	1.5552552	-5.3942	0.55889622	TAF1C
220813_at	4.08E-01	1.30E-01	1.5552352	-5.3943	0.58893871	CYSLTR2
217032_at	4.08E-01	1.30E-01	1.5550467	-5.3945	0.4532952	FOXD4L1///FOXD4
210106_at	4.08E-01	1.30E-01	1.5549561	-5.3947	0.49976807	BLOC1S1-RDH5///RDH5
213587_s_at	4.08E-01	1.30E-01	-1.5549216	-5.3947	-0.4518913	ATP6V0E2
210090_at	4.08E-01	1.30E-01	1.5548761	-5.3948	1.02717673	ARC
205857_at	4.08E-01	1.30E-01	1.554805	-5.3949	0.81597838	SLC18A2
207310_s_at	4.08E-01	1.30E-01	1.5546525	-5.3951	0.53680325	NOS1
211068_x_at	4.08E-01	1.30E-01	-1.5545897	-5.3952	-0.17616956	LOC101930591///FAM21C
213345_at	4.08E-01	1.30E-01	1.5544387	-5.3954	0.53657463	NFATC4
216898_s_at	4.08E-01	1.30E-01	-1.5544287	-5.3954	-0.37764486	COL4A3
207181_s_at	4.08E-01	1.30E-01	-1.5542189	-5.3957	-0.23640961	CASP7
212524_x_at	4.08E-01	1.30E-01	1.5540877	-5.3959	0.33838339	H2AFX
218785_s_at	4.08E-01	1.30E-01	1.5539577	-5.3961	0.61818815	IFT22
204522_at	4.08E-01	1.30E-01	1.5539021	-5.3962	0.52259371	DXO
